accession	n_GH_families	GH_families	all_families	n_cazymes_consensus	n_single_tool_dropped	n_rows_fallback
GCF_037407155.1	21	GH1;GH109;GH125;GH127;GH13;GH15;GH170;GH18;GH2;GH23;GH25;GH3;GH31;GH32;GH35;GH36;GH38;GH63;GH65;GH73;GH88	AA4;CBM34;CBM50;CBM67;CE4;CE9;GH1;GH109;GH125;GH127;GH13;GH15;GH170;GH18;GH2;GH23;GH25;GH3;GH31;GH32;GH35;GH36;GH38;GH63;GH65;GH73;GH88;GT119;GT122;GT2;GT28;GT32;GT35;GT4;GT5;GT51;GT8;GT83	88	88	0
GCF_037414215.1	19	GH1;GH109;GH125;GH13;GH136;GH170;GH20;GH25;GH29;GH3;GH31;GH32;GH35;GH36;GH38;GH4;GH65;GH73;GH88	AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE4;CE9;GH1;GH109;GH125;GH13;GH136;GH170;GH20;GH25;GH29;GH3;GH31;GH32;GH35;GH36;GH38;GH4;GH65;GH73;GH88;GT1;GT101;GT113;GT119;GT122;GT127;GT2;GT28;GT32;GT35;GT4;GT5;GT51;GT8;GT83;PL12;PL8	87	99	0
GCF_037414355.1	15	GH1;GH13;GH170;GH2;GH23;GH25;GH31;GH32;GH36;GH4;GH42;GH65;GH73;GH78;GH8	CBM32;CBM34;CBM50;CE9;GH1;GH13;GH170;GH2;GH23;GH25;GH31;GH32;GH36;GH4;GH42;GH65;GH73;GH78;GH8;GT101;GT111;GT113;GT119;GT122;GT2;GT26;GT28;GT32;GT4;GT51;GT8	68	65	0
GCF_037414365.1	21	GH1;GH109;GH125;GH126;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH65;GH73;GH78;GH85;GH92	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH125;GH126;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH65;GH73;GH78;GH85;GH92;GT111;GT119;GT125;GT2;GT26;GT28;GT35;GT4;GT5;GT51	99	145	0
GCF_037414395.1	18	GH1;GH109;GH125;GH13;GH170;GH20;GH25;GH29;GH3;GH31;GH32;GH35;GH36;GH38;GH4;GH65;GH73;GH88	AA4;AA7;CBM34;CBM48;CBM50;CE1;CE4;CE9;GH1;GH109;GH125;GH13;GH170;GH20;GH25;GH29;GH3;GH31;GH32;GH35;GH36;GH38;GH4;GH65;GH73;GH88;GT119;GT2;GT28;GT32;GT35;GT4;GT5;GT51;GT8;GT83;PL12;PL8	79	90	0
GCF_037414405.1	22	GH1;GH109;GH125;GH126;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH39;GH42;GH65;GH73;GH78;GH85;GH92	AA10;AA4;CBM32;CBM34;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH125;GH126;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH39;GH42;GH65;GH73;GH78;GH85;GH92;GT111;GT119;GT125;GT2;GT26;GT28;GT35;GT4;GT5;GT51	109	148	0
GCF_037414455.1	11	GH120;GH13;GH2;GH31;GH36;GH42;GH65;GH68;GH70;GH73;GH8	CBM50;GH120;GH13;GH2;GH31;GH36;GH42;GH65;GH68;GH70;GH73;GH8;GT111;GT113;GT119;GT125;GT2;GT28;GT4;GT51;GT8	44	67	0
GCF_037414485.1	22	GH1;GH109;GH125;GH126;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH39;GH42;GH65;GH73;GH78;GH85;GH92	AA10;AA4;CBM32;CBM34;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH125;GH126;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH39;GH42;GH65;GH73;GH78;GH85;GH92;GT111;GT119;GT125;GT2;GT26;GT28;GT35;GT4;GT5;GT51	109	151	0
GCF_037482195.1	11	GH1;GH126;GH13;GH170;GH188;GH2;GH23;GH25;GH65;GH70;GH73	CBM50;CE2;CE20;CE9;GH1;GH126;GH13;GH170;GH188;GH2;GH23;GH25;GH65;GH70;GH73;GT119;GT2;GT26;GT28;GT4;GT51;GT8	43	72	0
GCF_037482205.1	25	GH1;GH101;GH105;GH109;GH125;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM32;CBM34;CBM50;CE1;CE7;CE9;GH1;GH101;GH105;GH109;GH125;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT2;GT28;GT4;GT51;GT8;PL12;PL8	84	97	0
GCF_037546205.1	20	GH1;GH109;GH125;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH65;GH73;GH78;GH85;GH92	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE4;CE9;GH1;GH109;GH125;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH65;GH73;GH78;GH85;GH92;GT111;GT119;GT125;GT2;GT26;GT28;GT32;GT35;GT4;GT5;GT51	116	150	0
GCF_037546345.1	21	GH1;GH109;GH125;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH4;GH42;GH65;GH73;GH78;GH85;GH92	AA10;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH125;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH4;GH42;GH65;GH73;GH78;GH85;GH92;GT119;GT125;GT2;GT26;GT28;GT35;GT4;GT5;GT51	97	148	0
GCF_037572815.1	19	GH1;GH109;GH125;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH65;GH73;GH78;GH92	AA10;AA4;CBM34;CBM48;CBM50;CE1;CE4;CE9;GH1;GH109;GH125;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH65;GH73;GH78;GH92;GT119;GT125;GT2;GT26;GT28;GT35;GT4;GT5;GT51	102	144	0
GCF_037888945.1	10	GH1;GH13;GH170;GH25;GH3;GH31;GH32;GH4;GH65;GH73	CBM32;CBM34;CBM41;CBM48;CE20;CE9;GH1;GH13;GH170;GH25;GH3;GH31;GH32;GH4;GH65;GH73;GT119;GT122;GT2;GT26;GT28;GT32;GT4;GT51;GT8	48	53	0
GCF_037901485.1	21	GH1;GH109;GH125;GH127;GH13;GH15;GH170;GH18;GH2;GH23;GH25;GH3;GH31;GH32;GH35;GH36;GH38;GH63;GH65;GH73;GH88	AA4;CBM34;CBM50;CBM67;CE4;CE9;GH1;GH109;GH125;GH127;GH13;GH15;GH170;GH18;GH2;GH23;GH25;GH3;GH31;GH32;GH35;GH36;GH38;GH63;GH65;GH73;GH88;GT119;GT122;GT2;GT28;GT32;GT35;GT4;GT5;GT51;GT8;GT83	86	87	0
GCF_037966655.1	16	GH1;GH127;GH13;GH2;GH23;GH25;GH3;GH30;GH32;GH36;GH42;GH43;GH5;GH51;GH77;GH94	CBM10;CBM23;CBM48;CBM91;CE2;CE20;CE4;CE5;GH1;GH127;GH13;GH2;GH23;GH25;GH3;GH30;GH32;GH36;GH42;GH43;GH5;GH51;GH77;GH94;GT1;GT111;GT119;GT127;GT2;GT28;GT32;GT35;GT39;GT4;GT51	79	50	0
GCF_037966675.1	21	GH1;GH109;GH125;GH13;GH170;GH2;GH23;GH25;GH29;GH3;GH31;GH32;GH35;GH36;GH38;GH39;GH4;GH59;GH65;GH73;GH78	AA1;CBM32;CBM34;CBM48;CBM50;CBM67;CE1;CE4;CE9;GH1;GH109;GH125;GH13;GH170;GH2;GH23;GH25;GH29;GH3;GH31;GH32;GH35;GH36;GH38;GH39;GH4;GH59;GH65;GH73;GH78;GT111;GT113;GT119;GT125;GT2;GT28;GT35;GT4;GT5;GT51;GT8;GT83	82	82	0
GCF_037966725.1	11	GH13;GH2;GH23;GH31;GH36;GH42;GH53;GH65;GH70;GH73;GH8	CBM34;CBM50;GH13;GH2;GH23;GH31;GH36;GH42;GH53;GH65;GH70;GH73;GH8;GT111;GT113;GT119;GT125;GT2;GT28;GT4;GT51;GT8	47	62	0
GCF_037966745.1	20	GH1;GH109;GH125;GH13;GH15;GH170;GH2;GH20;GH25;GH29;GH3;GH31;GH32;GH35;GH36;GH38;GH39;GH4;GH65;GH73	AA4;AA7;CBM34;CBM48;CBM50;CE1;CE4;CE9;GH1;GH109;GH125;GH13;GH15;GH170;GH2;GH20;GH25;GH29;GH3;GH31;GH32;GH35;GH36;GH38;GH39;GH4;GH65;GH73;GT119;GT125;GT2;GT28;GT35;GT4;GT5;GT51;GT8;GT83;PL8	85	88	0
GCF_037966755.1	20	GH1;GH109;GH125;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH65;GH73;GH78;GH85;GH92	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH125;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH65;GH73;GH78;GH85;GH92;GT111;GT119;GT125;GT2;GT26;GT28;GT32;GT4;GT5;GT51	102	147	0
GCF_037966785.1	6	GH2;GH25;GH32;GH36;GH65;GH73	CBM50;GH2;GH25;GH32;GH36;GH65;GH73;GT111;GT113;GT119;GT125;GT2;GT28;GT4;GT51	33	73	0
GCF_037967025.1	28	GH1;GH109;GH112;GH125;GH129;GH13;GH140;GH172;GH176;GH18;GH184;GH2;GH20;GH23;GH25;GH3;GH31;GH32;GH33;GH36;GH38;GH42;GH43;GH5;GH53;GH77;GH85;GH95	CBM13;CBM25;CBM32;CBM41;CBM48;CBM5;CBM61;CE4;CE9;GH1;GH109;GH112;GH125;GH129;GH13;GH140;GH172;GH176;GH18;GH184;GH2;GH20;GH23;GH25;GH3;GH31;GH32;GH33;GH36;GH38;GH42;GH43;GH5;GH53;GH77;GH85;GH95;GT119;GT2;GT28;GT35;GT4;GT51	82	48	0
GCF_037992995.1	18	GH1;GH109;GH126;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH65;GH73;GH78;GH85	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH126;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH65;GH73;GH78;GH85;GT111;GT119;GT125;GT2;GT26;GT28;GT35;GT4;GT5;GT51	85	144	0
GCF_037996145.1	23	GH1;GH109;GH125;GH126;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH43;GH65;GH73;GH78;GH8;GH85;GH92	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH125;GH126;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH43;GH65;GH73;GH78;GH8;GH85;GH92;GT111;GT119;GT122;GT125;GT2;GT26;GT28;GT35;GT4;GT5;GT51	106	146	0
GCF_037996485.1	15	GH1;GH13;GH140;GH170;GH2;GH25;GH31;GH32;GH36;GH4;GH42;GH65;GH73;GH78;GH8	CBM32;CBM34;CBM41;CBM48;CBM67;CE9;GH1;GH13;GH140;GH170;GH2;GH25;GH31;GH32;GH36;GH4;GH42;GH65;GH73;GH78;GH8;GT111;GT119;GT131;GT2;GT26;GT28;GT32;GT35;GT4;GT5;GT51;GT8	67	67	0
GCF_037996545.1	13	GH1;GH13;GH140;GH170;GH25;GH3;GH31;GH32;GH36;GH65;GH68;GH73;GH8	CBM32;CBM34;CE9;GH1;GH13;GH140;GH170;GH25;GH3;GH31;GH32;GH36;GH65;GH68;GH73;GH8;GT101;GT111;GT113;GT119;GT131;GT2;GT26;GT28;GT32;GT4;GT51;GT8	59	62	0
GCF_037996565.1	15	GH1;GH13;GH140;GH170;GH2;GH25;GH31;GH32;GH36;GH4;GH42;GH65;GH73;GH78;GH8	CBM32;CBM34;CBM41;CBM48;CBM67;CE9;GH1;GH13;GH140;GH170;GH2;GH25;GH31;GH32;GH36;GH4;GH42;GH65;GH73;GH78;GH8;GT111;GT119;GT131;GT2;GT26;GT28;GT32;GT35;GT4;GT5;GT51;GT8	66	68	0
GCF_037996585.1	21	GH1;GH109;GH125;GH127;GH13;GH15;GH170;GH18;GH2;GH23;GH25;GH3;GH31;GH32;GH35;GH36;GH38;GH63;GH65;GH73;GH88	AA4;CBM34;CBM50;CBM67;CE4;CE9;GH1;GH109;GH125;GH127;GH13;GH15;GH170;GH18;GH2;GH23;GH25;GH3;GH31;GH32;GH35;GH36;GH38;GH63;GH65;GH73;GH88;GT119;GT122;GT2;GT28;GT32;GT35;GT4;GT5;GT51;GT8;GT83	86	88	0
GCF_037996605.1	18	GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH65;GH70;GH73;GH78;GH85	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE4;CE9;GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH65;GH70;GH73;GH78;GH85;GT119;GT2;GT26;GT28;GT35;GT4;GT5;GT51	84	143	0
GCF_037997085.1	27	GH109;GH112;GH120;GH125;GH127;GH129;GH13;GH146;GH172;GH184;GH2;GH20;GH23;GH25;GH27;GH3;GH30;GH31;GH32;GH36;GH38;GH42;GH43;GH5;GH51;GH77;GH85	CBM13;CBM22;CBM48;CBM50;CBM6;CBM91;CE8;CE9;GH109;GH112;GH120;GH125;GH127;GH129;GH13;GH146;GH172;GH184;GH2;GH20;GH23;GH25;GH27;GH3;GH30;GH31;GH32;GH36;GH38;GH42;GH43;GH5;GH51;GH77;GH85;GT119;GT2;GT28;GT35;GT4;GT51	80	50	0
GCF_037997095.1	23	GH1;GH109;GH125;GH126;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH39;GH4;GH42;GH65;GH73;GH78;GH85;GH92	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH125;GH126;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH39;GH4;GH42;GH65;GH73;GH78;GH85;GH92;GT111;GT119;GT122;GT125;GT2;GT26;GT28;GT32;GT35;GT4;GT5;GT51	114	153	0
GCF_038020345.1	11	GH1;GH126;GH13;GH2;GH23;GH25;GH32;GH36;GH53;GH65;GH73	CBM34;CBM48;CBM50;CE4;CE9;GH1;GH126;GH13;GH2;GH23;GH25;GH32;GH36;GH53;GH65;GH73;GT111;GT113;GT119;GT125;GT14;GT2;GT26;GT28;GT32;GT35;GT4;GT5;GT51;GT8	77	78	0
GCF_038022065.1	26	GH101;GH109;GH112;GH121;GH127;GH129;GH13;GH136;GH172;GH18;GH184;GH2;GH20;GH23;GH25;GH27;GH3;GH30;GH31;GH32;GH36;GH42;GH43;GH5;GH51;GH77	CBM13;CBM22;CBM32;CBM48;CBM5;CBM6;CBM91;CE9;GH101;GH109;GH112;GH121;GH127;GH129;GH13;GH136;GH172;GH18;GH184;GH2;GH20;GH23;GH25;GH27;GH3;GH30;GH31;GH32;GH36;GH42;GH43;GH5;GH51;GH77;GT119;GT2;GT28;GT32;GT35;GT4;GT51	84	54	0
GCF_038024955.1	17	GH1;GH109;GH126;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH126;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85;GT111;GT119;GT125;GT2;GT26;GT28;GT35;GT4;GT5;GT51	90	148	0
GCF_038024995.1	7	GH13;GH18;GH2;GH25;GH31;GH4;GH73	CBM32;CBM50;CE4;CE9;GH13;GH18;GH2;GH25;GH31;GH4;GH73;GT1;GT111;GT119;GT2;GT26;GT28;GT32;GT4;GT51;GT8	39	60	0
GCF_038025045.1	20	GH1;GH109;GH125;GH13;GH15;GH170;GH2;GH20;GH25;GH29;GH3;GH31;GH32;GH35;GH36;GH38;GH39;GH4;GH65;GH73	AA4;AA7;CBM34;CBM48;CBM50;CE1;CE4;CE9;GH1;GH109;GH125;GH13;GH15;GH170;GH2;GH20;GH25;GH29;GH3;GH31;GH32;GH35;GH36;GH38;GH39;GH4;GH65;GH73;GT119;GT125;GT2;GT28;GT35;GT4;GT5;GT51;GT8;GT83;PL8	85	87	0
GCF_038039235.1	20	GH1;GH109;GH126;GH13;GH136;GH170;GH2;GH25;GH29;GH3;GH30;GH31;GH32;GH36;GH4;GH59;GH65;GH73;GH78;GH88	AA1;CBM32;CBM34;CBM48;CBM50;CBM67;CE4;CE9;GH1;GH109;GH126;GH13;GH136;GH170;GH2;GH25;GH29;GH3;GH30;GH31;GH32;GH36;GH4;GH59;GH65;GH73;GH78;GH88;GT119;GT122;GT2;GT28;GT32;GT35;GT4;GT5;GT51;GT8;GT83;PL12	85	81	0
GCF_038039495.1	21	GH1;GH109;GH125;GH126;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH65;GH73;GH78;GH85;GH92	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH125;GH126;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH65;GH73;GH78;GH85;GH92;GT111;GT119;GT125;GT127;GT2;GT26;GT28;GT35;GT4;GT5;GT51	109	145	0
GCF_038049945.1	7	GH13;GH2;GH23;GH25;GH32;GH73;GH77	CBM50;CE1;CE4;CE9;GH13;GH2;GH23;GH25;GH32;GH73;GH77;GT119;GT2;GT28;GT35;GT4;GT51;GT8;GT92	38	55	0
GCF_038086925.1	20	GH1;GH109;GH125;GH13;GH170;GH2;GH23;GH25;GH29;GH3;GH31;GH32;GH35;GH36;GH38;GH4;GH59;GH65;GH73;GH78	AA1;CBM32;CBM34;CBM48;CBM50;CBM67;CE1;CE4;CE9;GH1;GH109;GH125;GH13;GH170;GH2;GH23;GH25;GH29;GH3;GH31;GH32;GH35;GH36;GH38;GH4;GH59;GH65;GH73;GH78;GT111;GT113;GT119;GT125;GT2;GT28;GT35;GT4;GT5;GT51;GT8;GT83	79	79	0
GCF_038086955.1	16	GH1;GH127;GH13;GH2;GH23;GH25;GH3;GH30;GH32;GH36;GH42;GH43;GH5;GH51;GH77;GH94	CBM10;CBM23;CBM48;CBM91;CE2;CE20;CE4;CE5;GH1;GH127;GH13;GH2;GH23;GH25;GH3;GH30;GH32;GH36;GH42;GH43;GH5;GH51;GH77;GH94;GT1;GT111;GT119;GT127;GT2;GT28;GT32;GT35;GT39;GT4;GT51	79	51	0
GCF_038096155.1	22	GH1;GH109;GH125;GH126;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH4;GH42;GH65;GH73;GH78;GH85;GH92	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH125;GH126;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH4;GH42;GH65;GH73;GH78;GH85;GH92;GT1;GT119;GT2;GT26;GT28;GT32;GT35;GT4;GT5;GT51	102	148	0
GCF_038098635.1	18	GH1;GH109;GH125;GH13;GH170;GH20;GH25;GH29;GH3;GH31;GH32;GH35;GH36;GH38;GH4;GH65;GH73;GH88	AA4;AA7;CBM34;CBM48;CBM50;CE1;CE4;CE9;GH1;GH109;GH125;GH13;GH170;GH20;GH25;GH29;GH3;GH31;GH32;GH35;GH36;GH38;GH4;GH65;GH73;GH88;GT119;GT2;GT28;GT32;GT35;GT4;GT5;GT51;GT8;GT83;PL12;PL8	80	91	0
GCF_038149705.1	11	GH1;GH13;GH170;GH25;GH3;GH31;GH32;GH36;GH65;GH73;GH8	CBM32;CBM34;CE9;GH1;GH13;GH170;GH25;GH3;GH31;GH32;GH36;GH65;GH73;GH8;GT1;GT11;GT113;GT119;GT125;GT2;GT26;GT28;GT32;GT4;GT51;GT8	53	63	0
GCF_038321065.1	14	GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH32;GH36;GH38;GH65;GH73;GH78	AA10;AA4;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH32;GH36;GH38;GH65;GH73;GH78;GT119;GT2;GT26;GT28;GT35;GT4;GT5;GT51	79	142	0
GCF_038436665.1	25	GH1;GH105;GH109;GH125;GH13;GH154;GH170;GH172;GH188;GH2;GH20;GH23;GH28;GH32;GH36;GH38;GH4;GH43;GH51;GH53;GH65;GH73;GH84;GH88;GH92	AA10;CBM34;CBM50;CBM61;CBM91;CE1;CE12;CE4;CE8;CE9;GH1;GH105;GH109;GH125;GH13;GH154;GH170;GH172;GH188;GH2;GH20;GH23;GH28;GH32;GH36;GH38;GH4;GH43;GH51;GH53;GH65;GH73;GH84;GH88;GH92;GT1;GT119;GT14;GT2;GT26;GT28;GT4;GT51;GT8;PL9	99	96	0
GCF_038437885.1	26	GH1;GH105;GH109;GH125;GH13;GH154;GH170;GH172;GH188;GH2;GH23;GH28;GH3;GH31;GH32;GH36;GH38;GH4;GH43;GH51;GH53;GH65;GH73;GH78;GH88;GH92	AA10;CBM34;CBM50;CBM61;CBM91;CE1;CE12;CE4;CE8;CE9;GH1;GH105;GH109;GH125;GH13;GH154;GH170;GH172;GH188;GH2;GH23;GH28;GH3;GH31;GH32;GH36;GH38;GH4;GH43;GH51;GH53;GH65;GH73;GH78;GH88;GH92;GT1;GT119;GT2;GT28;GT4;GT51;GT8;PL9	94	94	0
GCF_038439085.1	25	GH1;GH105;GH109;GH125;GH13;GH154;GH170;GH172;GH188;GH2;GH23;GH28;GH3;GH32;GH36;GH38;GH4;GH43;GH51;GH53;GH65;GH73;GH78;GH88;GH92	AA10;CBM34;CBM50;CBM61;CBM91;CE1;CE12;CE4;CE8;CE9;GH1;GH105;GH109;GH125;GH13;GH154;GH170;GH172;GH188;GH2;GH23;GH28;GH3;GH32;GH36;GH38;GH4;GH43;GH51;GH53;GH65;GH73;GH78;GH88;GH92;GT1;GT119;GT2;GT28;GT4;GT51;GT8;PL9	96	94	0
GCF_038441015.1	24	GH1;GH105;GH109;GH125;GH13;GH154;GH170;GH172;GH188;GH2;GH23;GH28;GH32;GH36;GH38;GH4;GH43;GH51;GH53;GH65;GH73;GH78;GH88;GH92	AA10;CBM34;CBM50;CBM61;CBM91;CE1;CE12;CE4;CE8;CE9;GH1;GH105;GH109;GH125;GH13;GH154;GH170;GH172;GH188;GH2;GH23;GH28;GH32;GH36;GH38;GH4;GH43;GH51;GH53;GH65;GH73;GH78;GH88;GH92;GT1;GT11;GT119;GT2;GT28;GT4;GT51;GT6;PL9	100	94	0
GCF_038441105.1	26	GH1;GH105;GH109;GH125;GH13;GH154;GH170;GH172;GH188;GH2;GH20;GH23;GH28;GH3;GH32;GH36;GH38;GH4;GH43;GH51;GH53;GH65;GH73;GH84;GH88;GH92	AA10;CBM34;CBM50;CBM61;CBM91;CE1;CE12;CE4;CE8;CE9;GH1;GH105;GH109;GH125;GH13;GH154;GH170;GH172;GH188;GH2;GH20;GH23;GH28;GH3;GH32;GH36;GH38;GH4;GH43;GH51;GH53;GH65;GH73;GH84;GH88;GH92;GT1;GT119;GT14;GT2;GT26;GT28;GT4;GT51;GT8	101	95	0
GCF_038441115.1	24	GH1;GH105;GH109;GH125;GH13;GH154;GH170;GH172;GH188;GH2;GH23;GH28;GH32;GH36;GH38;GH4;GH43;GH51;GH53;GH65;GH73;GH78;GH88;GH92	AA10;CBM34;CBM50;CBM61;CBM91;CE1;CE12;CE4;CE8;CE9;GH1;GH105;GH109;GH125;GH13;GH154;GH170;GH172;GH188;GH2;GH23;GH28;GH32;GH36;GH38;GH4;GH43;GH51;GH53;GH65;GH73;GH78;GH88;GH92;GT1;GT119;GT2;GT28;GT32;GT4;GT51;GT8;PL9	98	100	0
GCF_038441125.1	26	GH1;GH105;GH109;GH125;GH13;GH154;GH170;GH172;GH188;GH2;GH23;GH28;GH3;GH31;GH32;GH36;GH38;GH4;GH43;GH51;GH53;GH65;GH73;GH78;GH88;GH92	AA10;CBM34;CBM50;CBM61;CBM91;CE1;CE12;CE4;CE8;CE9;GH1;GH105;GH109;GH125;GH13;GH154;GH170;GH172;GH188;GH2;GH23;GH28;GH3;GH31;GH32;GH36;GH38;GH4;GH43;GH51;GH53;GH65;GH73;GH78;GH88;GH92;GT1;GT119;GT2;GT28;GT4;GT51;GT8;PL9	94	94	0
GCF_038441135.1	26	GH1;GH105;GH109;GH125;GH13;GH154;GH170;GH172;GH188;GH2;GH23;GH28;GH3;GH31;GH32;GH36;GH38;GH4;GH43;GH51;GH53;GH65;GH73;GH78;GH88;GH92	AA10;CBM34;CBM50;CBM61;CBM91;CE1;CE12;CE4;CE8;CE9;GH1;GH105;GH109;GH125;GH13;GH154;GH170;GH172;GH188;GH2;GH23;GH28;GH3;GH31;GH32;GH36;GH38;GH4;GH43;GH51;GH53;GH65;GH73;GH78;GH88;GH92;GT1;GT119;GT2;GT28;GT4;GT51;GT8;PL9	98	95	0
GCF_038441145.1	25	GH1;GH105;GH109;GH125;GH13;GH154;GH170;GH172;GH188;GH2;GH23;GH28;GH3;GH32;GH36;GH38;GH4;GH43;GH51;GH53;GH65;GH73;GH78;GH88;GH92	AA10;CBM34;CBM50;CBM61;CBM91;CE1;CE12;CE4;CE8;CE9;GH1;GH105;GH109;GH125;GH13;GH154;GH170;GH172;GH188;GH2;GH23;GH28;GH3;GH32;GH36;GH38;GH4;GH43;GH51;GH53;GH65;GH73;GH78;GH88;GH92;GT1;GT119;GT2;GT26;GT28;GT4;GT51;GT8;PL9	96	98	0
GCF_038441155.1	24	GH1;GH105;GH109;GH125;GH13;GH154;GH170;GH172;GH188;GH2;GH23;GH28;GH32;GH36;GH38;GH4;GH43;GH51;GH53;GH65;GH73;GH78;GH88;GH92	AA10;CBM34;CBM50;CBM61;CBM91;CE1;CE12;CE4;CE8;CE9;GH1;GH105;GH109;GH125;GH13;GH154;GH170;GH172;GH188;GH2;GH23;GH28;GH32;GH36;GH38;GH4;GH43;GH51;GH53;GH65;GH73;GH78;GH88;GH92;GT1;GT119;GT14;GT2;GT28;GT4;GT51;GT8;PL9	92	100	0
GCF_038562715.1	16	GH1;GH127;GH13;GH2;GH23;GH25;GH3;GH30;GH32;GH36;GH42;GH43;GH5;GH51;GH77;GH94	CBM10;CBM23;CBM48;CBM91;CE2;CE20;CE4;CE5;GH1;GH127;GH13;GH2;GH23;GH25;GH3;GH30;GH32;GH36;GH42;GH43;GH5;GH51;GH77;GH94;GT1;GT111;GT119;GT127;GT2;GT28;GT32;GT35;GT39;GT4;GT51	79	51	0
